ID_Commercant,Zone_Dakar,Secteur_Activite,Volume_Mensuel_FCFA,Evolution_Ventes_3M_Pct,Nb_Transferts_Recus_Mois,Anciennete_Mois,Defaut_Paiement
SN-4516,PIKINE,Électronique,758679.0,-18.93090007764148,78,52.0,0
SN-4517,Marché Sandaga,Électronique,1112223.0,-7.649332471765585,54,90.0,0
SN-4518, Pikine ,Restauration,1271191.0,28.637795952676942,46,88.0,0
SN-4519,Pikine,Électronique,1455056.0,5.38538352876504,135,97.0,0
SN-4520,Yoff,nan,243098.0,1.8926619900231887,60,25.0,1
SN-4521,Yoff,Alimentation,359909.0,-19.00817754321295,18,93.0,1
SN-4522,Guediawaye,Habillement,1163509.0,-13.820866466207,13,12.0,0
SN-4523, Pikine ,nan,239568.0,-3.437838187557229,142,67.0,0
SN-4524, Pikine ,Restauration,57366.0,-20.841778433823166,31,30.0,1
SN-4525,Guediawaye,Habillement,1800045.0,13.364954683399588,199,54.0,0
SN-4526,Yoff,Habillement,1683884.0,-33.510863283024385,49,66.0,0
SN-4527,PIKINE,Restauration,203421.0,2.842834902819082,194,113.0,0
SN-4528,PIKINE,Restauration,1226898.0,-47.87369161976528,28,103.0,0
SN-4529,Parcelles Assainies,Restauration,1514272.0,-1.3577434473064138,114,1.0,0
SN-4530,Medina,Habillement,1767110.0,-9.219967120817689,44,91.0,0
SN-4531,Marche Sandaga,Habillement,846780.0,-1.6933643934602685,15,100.0,0
SN-4532,Guediawaye,Habillement,1923751.0,-8.344588722489343,72,58.0,0
SN-4533,Parcelles Assainies,Électronique,1166906.0,6.390754831312985,141,83.0,0
SN-4534,Ouakam,Alimentation,113126.0,-5.559215657898334,26,103.0,1
SN-4535,Pikine,Alimentation,1817551.0,-33.355605117114365,61,55.0,0
SN-4536,Guediawaye,Alimentation,354195.0,13.732033473549706,30,34.0,1
SN-4537,Ouakam,Habillement,35972.0,6.011337007142822,93,92.0,0
SN-4538, Pikine ,Services,1538994.0,26.868291246389457,131,117.0,0
SN-4539,PIKINE,Services,330657.0,7.100388730669508,10,24.0,1
SN-4540,Marche Sandaga,Restauration,1454280.0,0.11748807133513504,91,43.0,0
SN-4541,Guediawaye,Restauration,1093503.0,-35.5050457266197,88,11.0,1
SN-4542,Yoff,Restauration,1929875.0,-31.79401881022236,135,78.0,0
SN-4543,Marche Sandaga,Restauration,541446.0,51.7623945858378,169,26.0,1
SN-4544,Medina,Alimentation,1895993.0,-17.518124620782885,86,23.0,0
SN-4545,Medina,Alimentation,262640.0,24.113866659576196,108,93.0,0
SN-4546,Guediawaye,Habillement,884596.0,-12.253978119940914,57,118.0,0
SN-4547,Ouakam,Services,1176950.0,-12.130891499494291,148,23.0,0
SN-4548,Parcelles Assainies,Restauration,1416207.0,27.979944247145824,162,1.0,0
SN-4549,Guediawaye,Restauration,1117630.0,-6.30286316554516,169,34.0,1
SN-4550,Medina,Électronique,685133.0,-18.19934239400187,100,96.0,0
SN-4551,Parcelles Assainies,Alimentation,1635048.0,,93,27.0,0
SN-4552,Marche Sandaga,Électronique,304145.0,23.865193297072093,180,82.0,0
SN-4553,Ouakam,Restauration,1991054.0,-13.251135913960532,107,81.0,0
SN-4554,Yoff,Restauration,329170.0,,116,19.0,0
SN-4555,Pikine,Restauration,1492005.0,-22.920933526375364,174,93.0,0
SN-4556, Pikine ,Alimentation,650471.0,-2.8807387029763154,55,44.0,0
SN-4557, Pikine ,Alimentation,343463.0,44.54384884770563,34,40.0,0
SN-4558,Pikine,Alimentation,1013742.0,6.327029567335405,154,49.0,0
SN-4559,Medina,Électronique,438834.0,-17.892583609272677,118,21.0,0
SN-4560,Marche Sandaga,Services,1391837.0,,49,45.0,0
SN-4561,Marche Sandaga,Habillement,1695755.0,-0.7805753367603685,180,43.0,0
SN-4562,Pikine,Alimentation,1013975.0,0.46351892252298144,19,10.0,0
SN-4563,PIKINE,Habillement,998412.0,-2.0691910704373635,97,87.0,0
SN-4564,Medina,Restauration,272668.0,-13.33865106604485,166,98.0,1
SN-4565,Marche Sandaga,Alimentation,1301209.0,,109,92.0,0
SN-4566,Parcelles Assainies,Restauration,527269.0,27.729476722155425,98,55.0,0
SN-4567,Yoff,Habillement,1597549.0,-11.67661148800794,157,21.0,0
SN-4568,Guediawaye,Alimentation,138097.0,24.784647175330804,68,117.0,0
SN-4569,Marche Sandaga,Habillement,1066800.0,46.546611684838275,75,82.0,0
SN-4570,Medina,Électronique,1706076.0,-27.638367288058912,97,15.0,0
SN-4571,Marché Sandaga,Restauration,1007440.0,-20.978005555870702,143,58.0,0
SN-4572, Pikine ,Restauration,1560465.0,14.443801976606515,123,109.0,0
SN-4573,Guediawaye,Services,468866.0,-16.09938925450448,58,108.0,0
SN-4574,Yoff,nan,977074.0,-8.104501332782254,19,106.0,0
SN-4575, Pikine ,Restauration,1546850.0,8.35476188699564,98,2.0,0
SN-4576, Pikine ,Services,1678237.0,7.122283807739392,153,101.0,0
SN-4577,PIKINE,nan,1426024.0,15.924186081186685,58,78.0,0
SN-4578,Ouakam,Restauration,317587.0,-33.20588741970927,11,113.0,0
SN-4579,Marché Sandaga,Électronique,1526959.0,-24.595069767138092,112,95.0,0
SN-4580,Parcelles Assainies,Alimentation,1890797.0,18.194887080531444,89,43.0,0
SN-4581,Yoff,Services,722348.0,37.72245782229457,38,59.0,0
SN-4582,Marche Sandaga,Habillement,617146.0,10.974259322662936,96,77.0,0
SN-4583, Pikine ,Services,1098731.0,-37.39178960940528,125,-1.0,0
SN-4584,Marché Sandaga,Restauration,983937.0,32.745451403164374,10,17.0,0
SN-4585, Pikine ,Alimentation,1455564.0,-15.001329736775812,185,19.0,0
SN-4586,Pikine,Alimentation,678312.0,1.1451740451205352,167,88.0,0
SN-4587,Guediawaye,Restauration,781728.0,-51.20396316726112,173,61.0,1
SN-4588,PIKINE,Services,617193.0,-21.718362527578286,29,100.0,1
SN-4589,Yoff,Alimentation,1884243.0,-37.63556064598612,112,71.0,0
SN-4590,Marché Sandaga,Alimentation,1353187.0,-2.8472359914717815,18,73.0,0
SN-4591,Guediawaye,Restauration,1551632.0,19.446262163509065,82,109.0,0
SN-4592,Parcelles Assainies,Alimentation,640668.0,12.850642171904823,130,34.0,1
SN-4593,Marché Sandaga,Restauration,917399.0,-2.5801946533000377,105,116.0,0
SN-4594,Marche Sandaga,Restauration,1548311.0,-27.97761994948153,60,71.0,0
SN-4595,Marché Sandaga,Services,1192840.0,5.824929242909668,158,96.0,0
SN-4596,Pikine,Restauration,292388.0,-18.81164578242434,194,51.0,0
SN-4597,Marché Sandaga,Services,533905.0,-25.809764327070116,166,53.0,0
SN-4598,Marche Sandaga,Alimentation,850367.0,7.379979796725802,191,79.0,0
SN-4599,Parcelles Assainies,Habillement,173352.0,-4.516515347619596,157,70.0,1
SN-4600,Yoff,Restauration,818739.0,4.560822892321034,173,79.0,1
SN-4601,PIKINE,Électronique,1804511.0,-7.310841425233669,15,109.0,0
SN-4602,Medina,Alimentation,1178756.0,18.5898440303133,121,22.0,0
SN-4603,Ouakam,Services,414081.0,11.536603870512568,16,64.0,1
SN-4604,Ouakam,Habillement,1672092.0,-7.794924394155773,148,52.0,0
SN-4605,Pikine,Restauration,455755.0,3.9222870680171913,171,28.0,0
SN-4606,Ouakam,Restauration,799816.0,27.609184934844336,173,86.0,1
SN-4607,Medina,Alimentation,1800314.0,,98,61.0,0
SN-4608,PIKINE,Restauration,579596.0,,75,88.0,0
SN-4609,Marché Sandaga,Services,552248.0,10.411057209438843,89,35.0,1
SN-4610,Ouakam,Alimentation,144252.0,18.965914896218298,171,19.0,1
SN-4611,Yoff,Restauration,674292.0,,111,78.0,0
SN-4612,Pikine,Électronique,1661175.0,-49.74191256693523,99,119.0,0
SN-4613, Pikine ,Restauration,1896938.0,4.749359043319061,29,69.0,0
SN-4614,Parcelles Assainies,Alimentation,1948275.0,-18.5680911520896,164,6.0,0
SN-4615, Pikine ,Services,1150784.0,0.12592226306956622,78,76.0,0
SN-4616,Parcelles Assainies,Habillement,1530762.0,35.3172079748463,190,84.0,0
SN-4617,Marché Sandaga,Alimentation,1644778.0,-5.514700877154071,176,113.0,0
SN-4618,PIKINE,Services,302292.0,-4.841312250232412,11,7.0,0
SN-4619,PIKINE,Électronique,1331008.0,-4.191784051187915,40,28.0,0
SN-4620,Marché Sandaga,Habillement,137630.0,-32.85860165446812,120,53.0,0
SN-4621,Medina,Services,913991.0,-8.640032119152535,49,98.0,0
SN-4622, Pikine ,Alimentation,1703904.0,-2.067709883332349,65,110.0,0
SN-4623, Pikine ,Habillement,1372672.0,-13.522251354721107,61,7.0,0
SN-4624,Marche Sandaga,Restauration,1446834.0,-2.216008598723855,153,-2.0,0
SN-4625,Ouakam,Restauration,400996.0,-19.26118357121785,176,48.0,1
SN-4626,Yoff,Alimentation,1643820.0,18.315066317560703,72,28.0,0
SN-4627,Parcelles Assainies,Habillement,200722.0,20.39546795510947,74,43.0,0
SN-4628, Pikine ,Services,1467004.0,-4.595570109438342,37,43.0,0
SN-4629,Marché Sandaga,Restauration,1490440.0,-28.833629064561833,177,77.0,0
SN-4630,Ouakam,Électronique,1915053.0,22.143907758139036,120,27.0,0
SN-4631,Parcelles Assainies,Services,41498.0,15.612092609142284,24,42.0,1
SN-4632,Guediawaye,Électronique,993783.0,1.78392506677743,173,33.0,1
SN-4633,Marché Sandaga,Alimentation,49184.0,-5.907374177953008,55,100.0,1
SN-4634,PIKINE,Alimentation,1498493.0,8.308927510764258,47,66.0,0
SN-4635, Pikine ,Habillement,628472.0,,25,2.0,0
SN-4636,Guediawaye,Services,1598548.0,-3.735749747739389,74,8.0,0
SN-4637,Medina,Alimentation,533378.0,1.509540964507468,130,63.0,0
SN-4638, Pikine ,Électronique,574423.0,9.14825944156607,147,55.0,1
SN-4639,Medina,Électronique,1872344.0,13.655797206742871,129,100.0,0
SN-4640,Guediawaye,Alimentation,989234.0,28.392063597037644,46,25.0,0
SN-4641,Marche Sandaga,Alimentation,1735017.0,50.155908216817195,73,96.0,0
SN-4642,Ouakam,Habillement,96293.0,20.48799723943393,143,102.0,0
SN-4643,Pikine,Alimentation,1406874.0,-5.681352590220734,191,91.0,0
SN-4644,Parcelles Assainies,Restauration,1870897.0,-21.177858491211353,133,73.0,0
SN-4645,Guediawaye,Restauration,1248175.0,,173,43.0,0
SN-4646,Ouakam,Services,638826.0,,86,-3.0,1
SN-4647,Marché Sandaga,Habillement,1087127.0,12.645427112577925,172,-1.0,1
SN-4648,Guediawaye,Restauration,985486.0,,180,15.0,0
SN-4649,Marche Sandaga,Habillement,618784.0,0.5603774311923658,56,16.0,1
SN-4650,Medina,Services,894714.0,3.228768147937393,44,113.0,0
SN-4651,PIKINE,Habillement,735367.0,0.9047891294548351,92,117.0,0
SN-4652,PIKINE,Services,781521.0,8.312786293821704,96,16.0,1
SN-4653,Guediawaye,Électronique,903515.0,-7.529849962062247,75,39.0,0
SN-4654,Pikine,Restauration,1129652.0,23.471497281822483,82,109.0,0
SN-4655,Ouakam,Électronique,1494070.0,-16.802139987458936,152,77.0,0
SN-4656,Parcelles Assainies,Habillement,731110.0,-0.23385981761255076,67,-2.0,0
SN-4657,Ouakam,Habillement,1081863.0,35.78525779411229,95,12.0,0
SN-4658,Marche Sandaga,Restauration,1195558.0,12.194547021661615,47,21.0,0
SN-4659,Marche Sandaga,Habillement,1194348.0,10.41140474048647,108,110.0,0
SN-4660,Yoff,Électronique,830250.0,11.225343726797893,195,8.0,0
SN-4661,Pikine,Services,1281476.0,12.5337883826708,187,13.0,0
SN-4662,Marché Sandaga,Alimentation,1765393.0,-5.5476040860536,192,83.0,0
SN-4663,Marché Sandaga,Alimentation,1823724.0,-45.24251962749608,31,23.0,0
SN-4664,Medina,Alimentation,262177.0,30.36356272867897,174,63.0,0
SN-4665,Medina,Alimentation,1529046.0,11.987315004068327,128,119.0,0
SN-4666, Pikine ,Habillement,1537458.0,-4.553320308632181,104,70.0,0
SN-4667,Yoff,Services,1701987.0,-3.6010433841954512,70,79.0,0
SN-4668,Ouakam,Services,1208785.0,-28.83810495656006,24,95.0,0
SN-4669,Pikine,Habillement,477907.0,,139,12.0,1
SN-4670,Marche Sandaga,Alimentation,1155705.0,0.5051932939429362,9,33.0,0
SN-4671,Ouakam,Électronique,289976.0,53.75967435243555,70,112.0,1
SN-4672,Medina,Restauration,1833931.0,-42.37449207762527,196,21.0,0
SN-4673,Marche Sandaga,Électronique,1359287.0,-43.62904637939748,80,88.0,0
SN-4674,PIKINE,Habillement,1944334.0,7.68994087399726,28,52.0,0
SN-4675,Parcelles Assainies,Habillement,1505261.0,19.640407335093382,183,59.0,0
SN-4676,Yoff,Habillement,587698.0,-4.849221961603486,182,55.0,1
SN-4677,Medina,Restauration,1684515.0,-30.414071138435737,110,11.0,0
SN-4678,Medina,Habillement,1932968.0,1.2543921552108703,38,76.0,0
SN-4679,Marche Sandaga,Restauration,1757194.0,-13.035254306529477,152,103.0,0
SN-4680,Guediawaye,Restauration,886724.0,-0.7155810571432465,21,104.0,0
SN-4681,Parcelles Assainies,Restauration,864754.0,-21.21362618587589,74,57.0,0
SN-4682,Pikine,Électronique,594837.0,6.057583823425529,14,44.0,0
SN-4683,Pikine,Restauration,1075308.0,9.878801151184701,183,86.0,0
SN-4684,Guediawaye,Habillement,1583534.0,-16.111680472156138,198,58.0,0
SN-4685,Medina,Alimentation,653881.0,11.249803565224276,124,46.0,0
SN-4686,Parcelles Assainies,Électronique,721492.0,19.31933407659155,112,24.0,0
SN-4687,Marché Sandaga,Services,1780310.0,-28.005221980242744,143,41.0,0
SN-4688,Pikine,Électronique,1779424.0,-18.29588018910002,104,0.0,1
SN-4689,Pikine,Alimentation,1868234.0,11.905041505317502,117,42.0,0
SN-4690,Pikine,Restauration,9607.0,18.986949669578244,111,57.0,1
SN-4691,Guediawaye,Services,1864557.0,10.652158666689964,47,61.0,0
SN-4692,Marche Sandaga,Restauration,1843790.0,3.448616072049517,157,115.0,0
SN-4693,Yoff,Électronique,907552.0,,123,80.0,0
SN-4694,PIKINE,Habillement,431468.0,-4.519139891038621,19,51.0,0
SN-4695,PIKINE,Restauration,203453.0,7.795308532392077,147,49.0,0
SN-4696,Marché Sandaga,Électronique,1680787.0,35.35596760463022,14,109.0,0
SN-4697,PIKINE,Alimentation,660994.0,33.314620433559774,119,94.0,0
SN-4698,Yoff,Alimentation,668779.0,5.513921557450323,168,66.0,0
SN-4699,Yoff,Restauration,1707585.0,33.491707486241964,86,5.0,0
SN-4700,Medina,Électronique,770345.0,23.93778126654915,76,7.0,1
SN-4701,Pikine,Habillement,327173.0,-6.195412481948566,177,60.0,0
SN-4702,Parcelles Assainies,Alimentation,1166878.0,16.62698642040541,123,77.0,0
SN-4703,Ouakam,Électronique,1086937.0,-24.366805009848687,188,34.0,0
SN-4704, Pikine ,Restauration,31641.0,12.297029516703116,18,22.0,1
SN-4705,Medina,Services,1360362.0,-33.913331438803425,66,17.0,0
SN-4706, Pikine ,Alimentation,573843.0,-2.451034344839404,174,22.0,0
SN-4707, Pikine ,Électronique,395003.0,0.3956069718056598,33,43.0,0
SN-4708,Marche Sandaga,Services,122082.0,-14.016514978862473,48,51.0,0
SN-4709,Guediawaye,Services,1740981.0,,68,91.0,0
SN-4710, Pikine ,Électronique,1715211.0,,150,89.0,0
SN-4711,Ouakam,Restauration,38303.0,17.063853626874174,31,108.0,1
SN-4712,Yoff,Habillement,606491.0,-11.005631513899733,93,95.0,0
SN-4713,Yoff,Services,980854.0,22.135216183146905,116,2.0,0
SN-4714,Marche Sandaga,Habillement,1483567.0,37.711304301554726,95,20.0,0
SN-4715,Marche Sandaga,Habillement,695336.0,-4.618819085641183,167,65.0,0
SN-4716,Medina,Habillement,556668.0,-1.2983027555308397,89,62.0,1
SN-4717,Parcelles Assainies,Restauration,626735.0,10.505781046710602,0,52.0,1
SN-4718,Medina,Électronique,535730.0,35.31397700706794,125,33.0,0
SN-4719,Parcelles Assainies,Électronique,38405.0,2.244290259381516,152,63.0,0
SN-4720,Yoff,Services,646121.0,-0.17019830494436158,95,4.0,0
SN-4721,Yoff,Habillement,1217971.0,-8.974420503415802,64,73.0,0
SN-4722,Yoff,Habillement,1584349.0,11.335366332547395,131,43.0,0
SN-4723,Ouakam,Habillement,1630028.0,6.6827704948853555,12,-5.0,0
SN-4724,Pikine,Habillement,1845570.0,-12.222892134078972,151,72.0,0
SN-4725,Ouakam,Alimentation,971288.0,-24.66292900503231,130,45.0,0
SN-4726, Pikine ,Alimentation,165407.0,14.021318117571406,121,32.0,0
SN-4727, Pikine ,Restauration,424583.0,,191,58.0,1
SN-4728,PIKINE,Électronique,1528687.0,5.202922287761145,53,83.0,0
SN-4729,Medina,Restauration,227753.0,9.645683342791312,193,76.0,0
SN-4730,Ouakam,Habillement,1346941.0,1.6731656208258563,159,99.0,0
SN-4731,Marché Sandaga,Services,354322.0,22.050441385370867,150,5.0,1
SN-4732,PIKINE,Restauration,1598243.0,-5.661074238081402,22,20.0,0
SN-4733,Yoff,Électronique,617268.0,-5.062365313131601,16,24.0,0
SN-4734,Parcelles Assainies,Services,1288856.0,-0.811871738878859,18,52.0,0
SN-4735,Medina,Électronique,25659.0,4.702608645162637,178,15.0,0
SN-4736,Yoff,Services,1984975.0,-3.902228882763273,131,46.0,0
SN-4737,Parcelles Assainies,Restauration,900079.0,-22.31209926146287,45,112.0,0
SN-4738,Yoff,Habillement,684139.0,-26.260115079220995,98,77.0,1
SN-4739,Yoff,Électronique,1837113.0,-45.331066414351575,70,6.0,0
SN-4740,Parcelles Assainies,Électronique,635915.0,-30.800154177504847,184,56.0,0
SN-4741,Guediawaye,Restauration,1345744.0,-7.723887729263847,111,55.0,0
SN-4742, Pikine ,Restauration,1014569.0,,54,19.0,0
SN-4743,PIKINE,Alimentation,1966946.0,,156,31.0,0
SN-4744,Medina,Alimentation,172158.0,9.043158673502532,71,106.0,0
SN-4745,Guediawaye,Alimentation,550011.0,-18.60860046785096,62,60.0,0
SN-4746,Guediawaye,Habillement,1851944.0,-5.950364263523481,70,49.0,0
SN-4747,Marché Sandaga,Alimentation,1541630.0,-9.866086566415868,82,29.0,0
SN-4748,Guediawaye,nan,747874.0,10.813549506957257,95,25.0,0
SN-4749,Pikine,Électronique,1038049.0,-34.45427562800009,39,92.0,1
SN-4750,Yoff,Alimentation,1703100.0,27.81845097560263,55,35.0,0
SN-4751,Ouakam,Habillement,668849.0,-7.05040479893059,25,45.0,0
SN-4752,Marché Sandaga,Électronique,819301.0,-32.431563910180664,126,60.0,0
SN-4753,Yoff,Alimentation,1990321.0,8.051279243465284,111,29.0,0
SN-4754,Parcelles Assainies,nan,660631.0,26.99010144078479,126,32.0,0
SN-4755, Pikine ,Électronique,1137508.0,-8.18996407915681,172,59.0,0
SN-4756,PIKINE,Services,614127.0,17.084212059971037,69,68.0,1
SN-4757,Ouakam,Services,1927002.0,34.553247746702226,88,26.0,0
SN-4758,PIKINE,Services,852264.0,-19.999923221650334,184,22.0,0
SN-4759,Parcelles Assainies,Habillement,1277164.0,-36.7489330586304,8,1.0,0
SN-4760,Pikine,Alimentation,1385631.0,-0.8641785527074908,185,50.0,0
SN-4761,Yoff,Services,1502495.0,6.528898065696912,102,70.0,0
SN-4762,Pikine,Alimentation,883196.0,,183,71.0,0
SN-4763,Ouakam,Habillement,1988131.0,12.399619370742784,66,92.0,0
SN-4764,Parcelles Assainies,Électronique,57876.0,62.67452883700006,140,58.0,0
SN-4765,PIKINE,Habillement,1624255.0,16.569485867260827,126,3.0,0
SN-4766,Pikine,Services,497935.0,15.294508953519994,22,5.0,0
SN-4767,Medina,Électronique,412132.0,16.777592618306457,148,20.0,1
SN-4768,Pikine,Électronique,1843013.0,-24.966603873786685,148,60.0,0
SN-4769,Yoff,Alimentation,1524203.0,5.367888810215171,80,96.0,0
SN-4770,Guediawaye,Restauration,307472.0,-22.048904214837208,87,31.0,0
SN-4771,Ouakam,nan,789315.0,-25.27862681221663,197,91.0,0
SN-4772,Guediawaye,Habillement,352073.0,-0.8673191519429748,189,35.0,0
SN-4773,Parcelles Assainies,Habillement,728312.0,-20.53634473882431,113,-4.0,0
SN-4774, Pikine ,Habillement,132769.0,19.23758450861946,153,109.0,0
SN-4775,Marché Sandaga,Alimentation,168543.0,,11,89.0,0
SN-4776,Marche Sandaga,Habillement,624602.0,24.828741648733587,55,26.0,0
SN-4777,Medina,Habillement,1150844.0,-11.315836335747811,165,87.0,1
SN-4778,Parcelles Assainies,Habillement,1955592.0,0.9177093833212112,125,110.0,0
SN-4779,Guediawaye,Habillement,336423.0,-6.28558993278856,165,93.0,0
SN-4780,Marche Sandaga,Restauration,1977427.0,-23.573945543678285,16,23.0,0
SN-4781,Parcelles Assainies,Services,152620.0,11.135106574461982,158,6.0,1
SN-4782,Medina,Électronique,1813977.0,-2.611307188030725,57,52.0,0
SN-4783,Parcelles Assainies,Alimentation,580769.0,-0.4583881019855446,83,4.0,1
SN-4784,Parcelles Assainies,Électronique,542876.0,-9.995681416272191,141,53.0,1
SN-4785,PIKINE,Services,798276.0,-0.4815168791097016,169,48.0,1
SN-4786,Marche Sandaga,Services,1999740.0,-35.869816212742066,172,35.0,0
SN-4787,Ouakam,Restauration,901845.0,5.9726730737958675,148,48.0,0
SN-4788,Guediawaye,Alimentation,1719302.0,0.6289264911460773,120,-2.0,0
SN-4789,Marché Sandaga,Alimentation,771695.0,-6.461801399117793,147,69.0,1
SN-4790,Yoff,Électronique,1902266.0,-6.277055349986428,187,19.0,0
SN-4791,Pikine,Alimentation,831462.0,-40.61253425534595,127,7.0,0
SN-4792,Parcelles Assainies,Habillement,1986568.0,-10.093644226470238,116,24.0,0
SN-4793,Yoff,Restauration,1660476.0,-17.008819605279662,194,12.0,1
SN-4794,PIKINE,Alimentation,1208135.0,12.708130814692083,19,31.0,1
SN-4795,Pikine,Électronique,1690475.0,32.96853011757552,172,46.0,0
SN-4796,Pikine,Électronique,1752373.0,26.094006771857146,48,107.0,0
SN-4797, Pikine ,Électronique,716811.0,-3.092449668017121,135,118.0,0
SN-4798,Ouakam,Alimentation,1248326.0,2.738864604023848,14,106.0,0
SN-4799,Marche Sandaga,Habillement,611177.0,-1.6689733069715154,0,115.0,0
SN-4800,Marche Sandaga,Services,1954625.0,-1.8241035175207974,39,41.0,0
SN-4801,Parcelles Assainies,Électronique,558230.0,23.26638460805119,107,88.0,1
SN-4802, Pikine ,Habillement,543956.0,-16.40672334178358,199,60.0,0
SN-4803,Pikine,Électronique,1351208.0,-26.335877401956076,89,13.0,0
SN-4804,PIKINE,Services,772156.0,8.853658290601222,22,117.0,0
SN-4805, Pikine ,Restauration,1089066.0,-13.373695378146376,135,100.0,1
SN-4806,Pikine,Électronique,1653750.0,-7.44445629088251,93,89.0,0
SN-4807,Yoff,Habillement,1156805.0,,114,96.0,0
SN-4808,Ouakam,Électronique,195350.0,-17.148971366659048,140,91.0,0
SN-4809,Guediawaye,Services,896172.0,19.481030916443007,107,15.0,0
SN-4810,Marche Sandaga,Alimentation,187472.0,18.89091493966123,131,43.0,1
SN-4811,Yoff,Habillement,1448869.0,-23.885012252810082,145,9.0,0
SN-4812,Parcelles Assainies,Restauration,890775.0,2.568545326079078,163,117.0,0
SN-4813,Marche Sandaga,Électronique,1584635.0,9.516598204737148,73,-4.0,0
SN-4814,Guediawaye,nan,1338155.0,-12.502899777413486,4,58.0,0
SN-4815,PIKINE,Alimentation,346939.0,-5.321935816134524,93,90.0,0
SN-4816,Marche Sandaga,nan,593251.0,-24.66238334211589,69,109.0,0
SN-4817,Marche Sandaga,Électronique,299987.0,1.0572170761567214,88,16.0,0
SN-4818,Marche Sandaga,Habillement,1680952.0,12.37111037796346,96,86.0,0
SN-4819,Pikine,Électronique,242454.0,3.7522733133683364,107,36.0,0
SN-4820,Yoff,Habillement,483186.0,64.34329697250843,43,80.0,0
SN-4821,Medina,Restauration,1565728.0,-8.956846044968975,177,-2.0,0
SN-4822,Guediawaye,Habillement,1484295.0,11.365074898355456,183,55.0,0
SN-4823,Medina,Services,765768.0,6.975812134318977,195,32.0,0
SN-4824,Guediawaye,Restauration,1848762.0,13.816220734226725,151,-1.0,0
SN-4825,Medina,Restauration,1343339.0,-9.766148811398828,136,34.0,0
SN-4826,Marche Sandaga,Restauration,576650.0,-26.0326459270415,168,60.0,0
SN-4827,Marché Sandaga,Habillement,1893818.0,30.963211949276257,86,83.0,0
SN-4828,Guediawaye,Alimentation,403981.0,-27.112484540566722,149,19.0,0
SN-4829,Parcelles Assainies,Habillement,154130.0,24.49479994981292,63,54.0,0
SN-4830,Marche Sandaga,Restauration,1981208.0,-25.89530627938029,149,73.0,0
SN-4831,PIKINE,Restauration,1460790.0,-9.293019773324623,194,32.0,1
SN-4832,Parcelles Assainies,Électronique,1257470.0,,41,88.0,0
SN-4833,Marché Sandaga,Restauration,900233.0,11.452344910749193,196,116.0,0
SN-4834,Guediawaye,Alimentation,792273.0,10.63256247627858,62,89.0,0
SN-4835,Marché Sandaga,Habillement,287599.0,16.930570898320628,85,5.0,1
SN-4836,Marche Sandaga,Habillement,416487.0,37.48109814112166,55,12.0,0
SN-4837,Pikine,Restauration,1302366.0,,53,23.0,0
SN-4838,Parcelles Assainies,Services,722952.0,-5.155817822834821,95,24.0,1
SN-4839,PIKINE,nan,1861373.0,-4.449922943369533,180,118.0,0
SN-4840,Pikine,Habillement,994663.0,-8.119855189300079,143,40.0,0
SN-4841,Parcelles Assainies,Alimentation,29277.0,-0.8078735162931915,53,15.0,1
SN-4842,Parcelles Assainies,Services,723325.0,17.89750857530407,77,106.0,0
SN-4843,PIKINE,Électronique,896571.0,13.55814438192436,40,72.0,0
SN-4844,Marché Sandaga,Électronique,297228.0,40.30411287794035,171,86.0,0
SN-4845, Pikine ,Alimentation,1176595.0,47.90883173993375,61,86.0,0
SN-4846,PIKINE,Restauration,403543.0,-4.511393670774635,183,38.0,0
SN-4847, Pikine ,Restauration,804361.0,23.538093273934216,171,49.0,1
SN-4848,Pikine,Alimentation,163973.0,7.327303646059611,151,68.0,0
SN-4849,Medina,Services,1747905.0,19.282259338585526,81,-4.0,1
SN-4850,Marche Sandaga,Restauration,42470.0,-22.30117080855539,157,92.0,0
SN-4851,Ouakam,Alimentation,1647730.0,-31.4548286770123,49,119.0,0
SN-4852,Pikine,Services,1659035.0,10.358167118022255,192,66.0,0
SN-4853, Pikine ,Habillement,1572977.0,-29.086662544878553,109,45.0,0
SN-4854, Pikine ,Habillement,252904.0,-13.055356299980804,8,70.0,1
SN-4855, Pikine ,Habillement,411540.0,10.546597232616087,27,51.0,1
SN-4856,Marché Sandaga,Restauration,1099373.0,38.215992685969496,156,49.0,0
SN-4857,Ouakam,Alimentation,1200253.0,41.46967643751477,124,-1.0,0
SN-4858, Pikine ,Électronique,917514.0,31.267669570183585,164,114.0,0
SN-4859,Guediawaye,Services,446990.0,47.63737487812298,25,17.0,0
SN-4860,Parcelles Assainies,Alimentation,1648590.0,-19.490999312709164,18,16.0,0
SN-4861,Marche Sandaga,Électronique,150683.0,-18.88717517294912,77,63.0,0
SN-4862,PIKINE,Habillement,1410848.0,25.21431650320143,3,23.0,0
SN-4863,Yoff,Alimentation,104598.0,-17.484248985233442,170,101.0,0
SN-4864, Pikine ,Restauration,1249598.0,,127,12.0,1
SN-4865,Ouakam,Alimentation,1986752.0,-34.2224225303259,8,100.0,0
SN-4866,Guediawaye,Habillement,565838.0,,8,17.0,1
SN-4867,Yoff,Électronique,223508.0,-1.0123049577732028,160,97.0,0
SN-4868,Ouakam,Habillement,1109540.0,14.491584158474115,194,11.0,0
SN-4869,Marche Sandaga,Électronique,21748.0,32.85191437140124,126,28.0,1
